Atom: Nb, Spin: 1, Partial Phase Shift and DOS at Energy =    0.86313434
Total DOS in Cell and MT Volumes =   16.72173648  13.98051277
==========================================================================
  l     m         Partial_Phase         Partial_DOS         Partial_DOS_MT
  0     0          -1.15933194           0.60537568           0.38091900
  1    -1          -0.52111810           0.34241688           0.19108186
  1     0          -0.52111810           0.34299199           0.19108186
  1     1          -0.52111810           0.34356709           0.19108186
  2    -2           1.12296587           2.97534252           2.57657138
  2    -1           1.17619737           2.90282183           2.59569140
  2     0           1.06973435           3.04426740           2.55745136
  2     1           1.17619737           2.91206918           2.59569140
  2     2           1.12296585           2.97637033           2.57657138
  3    -3           0.01090493           0.04098714           0.01657567
  3    -2           0.01294769           0.03399120           0.01711618
  3    -1           0.01111280           0.04191698           0.01662223
  3     0           0.01059312           0.04102917           0.01650582
  3     1           0.01111282           0.04191507           0.01662223
  3     2           0.01294769           0.03449238           0.01711618
  3     3           0.01090494           0.04213544           0.01657567
  4    -4           0.00029517          -0.00021049           0.00078751
  4    -3           0.00046363          -0.00689313           0.00082476
  4    -2           0.00040140          -0.00128183           0.00083361
  4    -1           0.00030966           0.00246420           0.00076683
  4     0           0.00030347          -0.00036920           0.00081185
  4     1           0.00030966           0.00248912           0.00076683
  4     2           0.00040140          -0.00174845           0.00083361
  4     3           0.00046363           0.00237915           0.00082476
  4     4           0.00029517           0.00321682           0.00078751
